Himno del abogado,Alirio Abreu,1,SCTB - Himno,Estante 1 - G1
Polo,Anónimo,20,Coro Mixto,Estante2 - G2
Pobre corazon,Ruben Rivas,1,Coro Mixto,Estante2 - G2
Plumilla,Luis Fernando Moncada,1,Coro Mixto,Estante2 - G2
Playa grande,Rafael,50,Coro Mixto,Estante2 - G2
Pipitaaki Papataki,Hitzak Herrikoia,1,Coro Mixto,Estante2 - G2
Pierda quien pierda,Alberto Grau,1,Voces Blancas,Estante2 - G2
Molinito,Luis Fernando Franco,1,Voces Blancas,Estante2 - G2
Noche de Dios,Franz Gruber,1,Coro Mixto,Estante2 - G2
Notied Saule Valkara,Val. Berzakalas,1,Voces Blancas,Estante2 - G2
Nostalgia,Dante Andreo,1,Voces Blancas,Estante2 - G2
Noche feliz,Hugo Filion,1,Voces Blancas,Estante2 - G2
O regem Coeli,Tomas L. de victoria,1,Voces Blancas,Estante2 - G2
O bone Jesu,Johannes Brahms,10,Voces Blancas,Estante2 - G2
Obwisana,Mary Donrelly,1,Voces Blancas,Estante2 - G2
Occidente,Antonio Lauro,1,Voces Blancas,Estante2 - G2
"O come, all ye Fratthearul",David Cuillcocks,1,Voces Blancas,Estante2 - G2
O cor seave,Laura Filippina,1,Voces Blancas,Estante2 - G2
Q pato,Unicios de morace,1,Voces Blancas,Estante2 - G2
Nel primo chiarore del giornio,Anónimo,1,Voces Blancas,Estante2 - G2
Nina nina,Modesta Bor,1,Coro Mixto,Estante2 - G2
Niño Bonito,Gilberto Rebolledo,1,Voces Blancas,Estante2 - G2
Niño de belen,Johana Chacin,10,Voces Oscuras,Estante2 - G2
Niño Dios,Villancia,2,Voces Blancas,Estante2 - G2
No llores mis ojos,Javier Busto,10,Voces Blancas,Estante2 - G2
Nit de vella,Xavier Sans,10,Voces Blancas,Estante2 - G2
No era nadie,Carlos Fariñas,1,Voces Blancas,Estante2 - G2
Pasaje del olvido,Simón Díaz,20,Voces Blancas,Estante2 - G2
Quisiera,Luis Fernando Moncada,5,Coro Mixto,Estante2 - G2
Quimbara,Lena Sanchez Bor,20,Coro Mixto,Estante2 - G2
Quiero Bailar Contigo,Anónimo,50,Coro Mixto,Estante2 - G2
Qui Dixi,Orlando Di Lasso,1,Voces Blancas,Estante2 - G2
Que vida la mia,Oscar Guillon,10,Voces Blancas,Estante2 - G2
Que reste -T- il de nos amours,Lena Sanchez Bor,50,Voces Blancas,Estante2 - G2
Que nadie despierte al neño,F M Viejo,1,Voces Blancas,Estante2 - G2
Que canten los niños,Luimir Arisnandi,1,Voces Blancas,Estante2 - G2
Que contienen,Anónimo,1,Voces Blancas,Estante2 - G2
"Quebradita, Quebradita",Julian Gomez Giraldo,1,Voces Blancas,Estante2 - G2
Que bello es el mundo hoy,Kurt Pahlen,1,Voces Blancas,Estante2 - G2
Quando yi rivedro,Aria,1,Voces Blancas,Estante2 - G2
Puer natus in Betholhem,Michael Praetories,1,Voces Blancas,Estante2 - G2
Puerco Espin de goma,Anónimo,1,Voces Blancas,Estante2 - G2
Principe Ali,Anónimo,20,Voces Blancas,Estante2 - G2
Primer circulo,Moises Mata,1,Voces Blancas,Estante2 - G2
Oye padre,Sigesmundo Romero,1,Voces Blancas,Estante2 - G2
hoy comamos y bebamos,Juan del Encina,10,Coro Mixto,Estante2 - G2
Otto Laudi Filippine,Anónimo,1,Coro Mixto,Estante2 - G2
O Sanctissima ,Anónimo,1,Coro Mixto,Estante2 - G2
O salutaris hostia,Giuseppe Liberto,1,Coro Mixto,Estante2 - G2
Parranda margariteña,Modesta Bor,1,Coro Mixto,Estante2 - G2
O Voso Galo comadre,Anónimo,1,Coro Mixto,Estante2 - G2
Obra: Gran finale Secundo,Anónimo,1,Mixto y orquesta,Estante2 - G2
Shchedryk Shchedryk,Anónimo,20,SCTB,Estante2 - G3
Seven Japanese Tanka,Gordon Johson,1,SCTB,Estante2 - G3
Se tu m' accogli,Johann Sebastian Bach,20,SCTB,Estante2 - G3
Set down Servant,Robert Shaw,1,SCTB,Estante2 - G3
Serenity,Whittier,1,SCTB,Estante2 - G3
Serenata para la tierra de uno,Liliana Cangiano,1,SCTB,Estante2 - G3
Serenata ,Kris Stornelli,1,SCTB,Estante2 - G3
Serenata ,Luis Fernando Moncada,20,SCTB,Estante2 - G3
"Santo, Santo",R. Benedito,1,SCTB,Estante2 - G3
"San pedro, Juega chapas",Alberto Grau,20,Voces Blancas,Estante2 - G3
San Severino,Anónimo,1,Voces Blancas,Estante2 - G3
San juan tu lo tiene,Cesar Carrillo,1,SCTB - Merengue,Estante2 - G3
San jose al niño jesus ,Miguel Asins Arbó,50,Voces Blancas,Estante2 - G3
Senderos de luz,Carlos Antuñez,1,SCTB,Estante2 - G3
Seis perreca,Felipe Izaray,1,SCTB,Estante2 - G3
Saudades,Armando Nones,1,Voces Oscuras,Estante2 - G3
Sobre el cesped,Franz Joseph Haydn,1,Voces Blancas,Estante2 - G3
Si yo fuera como tu ,Carlos Manuel Delgado,1,SCTB,Estante2 - G3
Si vas de prisa,Modesta Bor,10,Voces Blancas,Estante2 - G3
Si ya hamba,African Song,10,Voces Blancas,Estante2 - G3
Si un beso no puede ser,Nicolds Guillen,1,SCTB,Estante2 - G3
Si nos hubiera mirado,Juan Vazquez,5,SCTB,Estante2 - G3
Signging all together,Anónimo,10,SCTB,Estante2 - G3
Sing choirs of the world,Emil Cossetto,3,SCTB,Estante2 - G3
Si compartimos,Guido L. Gavilan,1,Voces Blancas,Estante2 - G3
Si la pluie te movillie,Tasset - Remy,20,Voces Blancas,Estante2 - G3
Si la nieve resbala,Anónimo,20,Voces Blancas,Estante2 - G3
Schone Fremde ,Fanny Hensel,1,SCTB,Estante2 - G3
Symphonie,Durak,50,SCTB,Estante2 - G3
Sym paa tti,Aulis Sallinen,20,Voces Blancas,Estante2 - G3
"Swing Low, Sweet Chariot",Anónimo,20,Voces Blancas,Estante2 - G3
Suite de lorca,Einoju hari Rautauaara,1,SCTB,Estante2 - G3
Sub tuum praesidium,Hellmut Federhofer,1,Coro e instrumentos,Estante2 - G3
Sufrir y callar,Rogerio a Caraballo,1,SCTB,Estante2 - G3
Steal Away,William Arms Fisher,1,Piano,Estante2 - G3
Stella Splendens ,Anónimo,1,Voces Blancas,Estante2 - G3
Standin in the need of player,Anónimo,50,Voces Blancas,Estante2 - G3
Sound the trumpet,Henry Purcell,50,Voces Blancas,Estante2 - G3
Son chispitas,Luis Fernando Moncada,20,Voces Blancas,Estante2 - G3
"Some where, my love",Maurice Jarre,1,SCTB,Estante2 - G3
Solomon grundy,Nick page,10,Voces Blancas,Estante2 - G3
Sub tuum praesidium,Nikols Kocsar,1,Voces Blancas,Estante2 - G3
Sois la prometida,Modesta Bor,10,SCTB,Estante2 - G3
Tanto aguantar,Gilberto Rebolledo,10,SCTB,Estante2 - G3
Tantum ergo,Zoltanus Kodaly,3,Movimiento,Estante2 - G3
Tu venias,Javier Busto,50,SCTB,Estante2 - G3
Toro mata,Gilberto Rebolledo,1,Folklore Peru - SCTB,Estante2 - G3
Tres hojitas madre,A. Longree,1,SCT,Estante2 - G3
Tomada de luna llena ,Simón Díaz,10,Voces Blancas,Estante2 - G3
Tomada llanera 'Clavelito Colorado',Antonio Estevez,1,SCTB,Estante2 - G3
Rezitativ,Anónimo,1,Voces Blancas,Estante2 - G3
The Alphabet,Mozart,50,Voces Blancas,Estante2 - G3
Tingolullo,Francisco Carreño,20,SCTB,Estante2 - G3
Todas las estrellas,Modesta Bor,10,SCTB,Estante2 - G3
This little babe,Robert Southwell,10,Voces Blancas,Estante2 - G3
The silver swan,Orlando Dibbans,10,Voces Blancas,Estante2 - G3
Todo lo que es mi vida esta en tu vida,Gregory Pino,50,Voces Blancas,Estante2 - G3
The planets,Gustav Holst,1,Voces Blancas,Estante2 - G3
The lord Bless you and keep you,John Butter,50,Voces Blancas,Estante2 - G3
Tu risa,Beatriz Corona,20,Voces Blancas,Estante2 - G3
The Beattle of jericho,Moises Hogan,1,SCTB,Estante2 - G3
The lord loves a laughin man ,Norman Luboff,2,SCTB,Estante2 - G3
Trigales,Gilberto Rebolledo,20,Voces Blancas,Estante2 - G3
Trois chansons,Glaude Debussy,1,SCTB,Estante2 - G3
Tu,Juan Manuel Hernandez,1,Voces Blancas,Estante2 - G3
Tonadita de agua,Erasmo Castillo,50,Voces Blancas,Estante2 - G3
Tres picardias venezolanas,Oscar Gailan,1,SCTB,Estante2 - G3
Tamquam Agnus,M. A. Ingegneri,20,Voces Blancas,Estante2 - G3
Tamquam Agnus,Ludovico Tummaso Da vittoria,50,Voces Blancas,Estante2 - G3
Tantum ergo,Gabriel Fauré,20,Voces Blancas,Estante2 - G3
Te quiero,Alberto Favero,2,SCTB,Estante2 - G3
Tenebrae Factae Sun,M.A. ingegneri,1,SCTB,Estante2 - G3
Tu corres por la playa,Gilberto Rebolledo,1,SCTB,Estante2 - G3
Tu tika mai,Anthony Ritchie,5,Coro e instrumentos,Estante2 - G3
Tu mi guardi dalla croce,Anónimo,50,SCTB,Estante2 - G3
Teresita hermana,Anónimo,1,SCTB,Estante2 - G3
Stabat Mater dolorosa,Giovanni Batista Percoles,45,Movimiento,Estante2 - G3
Receta paisa,Jorge Humberto Jimenez,1,SCTB,Estante2 - G3
San pedro ,Alberto Grau,50,Voces Blancas - Movimiento,Estante2 - G3
Sabia coracao de uma viola,Aylton Escobar,2,SCTB,Estante2 - G3
Salmo,Anónimo,1,Voces Blancas,Estante2 - G3
Salmo,Pedro Rincon,1,SCTB,Estante2 - G3
Salseo,Oscar Gailan,1,SCTB,Estante2 - G3
Salve,Vicente Emilio Sojo,3,SCTB,Estante2 - G3
Salvemos el mar azul,Victoria Rodriguez,5,Voces Blancas,Estante2 - G3
Salve Regina,Cesar Alejandro Carrillo,1,Movimiento,Estante2 - G3
Sambalele,David Machado,10,SCTB,Estante2 - G3
Sancta Maria,Knut Nystedt,10,Voces Blancas,Estante2 - G3
Same train,Alice parker,1,SCTB,Estante2 - G3
Suscepit Israel,Anónimo,1,Voces Blancas,Estante2 - G3
Solo de marimba,V E Sojo,1,SCTB,Estante2 - G3
Rataplan,Moises Moleiro,50,Voces Blancas,Estante2 - G3
La lora,Abril Castillo,1,Voces Blancas,Estante2 - G3
Rosa Gentil,Angel Sauce,3,Voces Blancas,Estante2 - G3
Rosa Amareta,Anónimo,1,SCTB,Estante2 - G3
Ronda del con,Electo Silva,1,Voces Blancas,Estante2 - G3
Romance Sanambulo,Federico Garcia,1,SCTB,Estante2 - G3
Rosas frescas,Juan Bta. Plaza,1,SCTB,Estante2 - G3
Cancionero de vcsala o del duque de calabria,Anónimo,1,SCTB,Estante2 - G3
Rueda rodando,Dora Alonso,1,Voces Blancas,Estante2 - G3
"Radiant Stars, Above the mountains Glowing",Cesar Antonovitch,1,Voces Blancas,Estante2 - G3
Mata del anima sola ,Antonio Estevez,4,Tenor,Estante2 - G3
Ride the chariot,The krones,1,Voces Oscuras,Estante2 - G3
Rio Feliz,Raimundo Pereira,1,Voces Blancas,Estante2 - G3
Ribereñas,Modesta Bor,20,Voces Blancas,Estante2 - G3
Tierra y Canto,Ruben Rivas,50,SCTB,Estante2 - G3
Tota pulchra es ,Anónimo,2,Voces Blancas,Estante2 - G3
Tres porros,Julian Gomez Giraldo,1,Voces Blancas,Estante2 - G3
Tres villancicos anda luz,Dante Andreo,50,Voces Blancas,Estante2 - G3
Triste España sin ventura,Juan del Encina,10,SCTB,Estante2 - G3
Tristis el anima mea,Javier Busto,20,Bajo - Voces Oscuras,Estante2 - G3
We wantte sign together,Victoria Mohn,1,Voces Blancas,Estante2 - G4
When The Stars Begin To fall,Anónimo,20,Voces Blancas,Estante2 - G4
White Christmas,Hector Mac Carthy,1,SCTB,Estante2 - G4
"Y nina, nina",Gilberto Rebolledo,50,Voces Blancas,Estante2 - G4
White Christmas,Roberto oi Marino,20,Voces Blancas - Navidad,Estante2 - G4
Uadaura Remu,Gerardo Rondon,1,Melodia Indigena,Estante2 - G4
Ubi caritas et amor,Anónimo,10,Gregoriano,Estante2 - G4
Ungewisses Liht,J C Von Zedlitz,20,SCTB,Estante2 - G4
Una cancion posible,Anónimo,1,SCTB,Estante2 - G4
Un sueño de amores,Rogerio A caraballo,1,Piano,Estante2 - G4
Un tan hermoso doncel,Raimundo Pereira,2,Voces Blancas,Estante2 - G4
Volver (Tango),Dante Andreo,1,Voces Blancas,Estante2 - G4
Venezuela,Vicente Ascone,2,Movimiento - Voces Blancas,Estante2 - G4
Vals Para Piano,Modesta Bor,1,Madrigal - Piano,Estante2 - G4
Zapatitos de lluvia,Vicente Emilio Sojo,1,SCTB,Estante2 - G4
Ya viene la vieja,Modesta Bor,1,Voces Blancas,Estante2 - G4
Yellow Days,Frank Metis,1,Movimiento,Estante2 - G4
Yo invento,Modesta Bor,1,Voces Blancas,Estante2 - G4
Volgen I anima mia,Anónimo,5,SCTB,Estante2 - G4
Vere Languores,Ludovico da vitoria,1,SCTB,Estante2 - G4
Meie Khsul Kriimud Silmad ,C. Anderson,1,SCTB,Estante2 - G4
Vamos todos,Angel M pompey,10,SCTB,Estante2 - G4
La dama D´Aragó,Juan Luis Martinez,5,Voces Blancas,Estante2 - G4
"Veni, Veni Emmanuel",Zoltán Kodály,5,SCB,Estante2 - G4
Wade in the water,Etienne Daniel,1,Movimiento - Voces Blancas,Estante2 - G4
Venezuela habla cantando ,Argenis Rivera,1,Voces Blancas,Estante2 - G4
Wa Habibi,G. Wirth,2,SCTB,Estante2 - G4
Wedding March,Felix Mendelssohn Bartholdy,1,Fragmento,Estante2 - G4
Weihnach Tstanza der hirten,Zoltán Kodály,1,Voces Blancas,Estante2 - G4
Wenn Ich cin Glocklein Wer,Otto Fischer,1,Voces Blancas,Estante2 - G4
Villancico Model ,Eduardo Plaza,2,Voces Blancas,Estante2 - G4
Venite Exsultames Domino,Antonio M. Russo,1,Voces Blancas,Estante2 - G4
Voi Chamcte Lo Oriatore,Anónimo,1,Voces Blancas,Estante2 - G4
Viento ,Antonio Lauro,20,Voces Blancas,Estante2 - G4
valse Des Flocons De neige,Anónimo,20,Coro e instrumentos,Estante2 - G4
Velero Mundo,Modesta Bor,2,SCTB,Estante2 - G4
El carpintero,Simón Díaz,2,Musica popular,Estante3 - G1
Confutatis movimiento,Anónimo,1,Sacro,Estante3 - G1
Adeste fideles,Miguel Asins Arbó,50,Navideño,Estante3 - G1
Sendas de la tarde,Juan Bautista Plaza,28,Madrigal,Estante3 - G1
Shenandoah,Mary Goetze,34,Popular,Estante3 - G1
Tree song,Ken Medema,15,Popular,Estante3 - G1
Aguinaldo margariteño,Modesta Bor,20,Navideño,Estante3 - G1
El canto del cisne,Thomas Koschat,1,Madrigal,Estante3 - G1
Mátraszentimnei dalok,Gyorgy Ligeti,1,Sacro,Estante3 - G1
Canten señores cantores,Anónimo,50,Popular Argentino,Estante3 - G1
Repertorio navideño,Orlando Gomez A.,1,Navideño,Estante3 - G1
Obluisana (Guin´to ghana),Mary Donrelly,1,Popular,Estante3 - G1
La puerca,Rarael Suarez,1,Popular,Estante3 - G1
Repertorio navideño,Varios,1,Navideño,Estante3 - G1
Papagenos Glockenspiel,Wolfgang Amadeus Mozart,1,Popular,Estante3 - G1
Bist du bei mir,J. S. Bach,1,Popular,Estante3 - G1
Aguinaldos venezolanos,Varios,1,Navideño,Estante3 - G1
Aguinaldos y parrandas,Varios,1,Navideño,Estante3 - G1
La mañana,Antonio Lauro,7,Popular,Estante3 - G1
A ceremony of carols (movimiento),Benjamin Britten,1,Sacro,Estante3 - G1
Movimiento sacro,Varios,1,Sacro,Estante3 - G1
Teoria de la musica 1er año,Anónimo,2,Mixto Voces Blancas,Estante3 - G1
Movimiento mixto,Varios,1,Madrigal,Estante3 - G1
O magnum mysterium,Anónimo,1,Popular frances,Estante3 - G1
Movimiento variado,Varios,1,Sacro,Estante3 - G1
Himno del obispo,Argenis Rivera,1,Gregoriano,Estante3 - G1
Hymn to freedom,Oscar Peterson,20,Himno,Estante3 - G1
Himno nacional de Venezuela,Anónimo,1,Himno,Estante3 - G1
Himno del estado Mérida,Gil Antonio Gil,2,Himno,Estante3 - G1
Himno del estado Trujillo,Esteban Rasquin,2,Himno,Estante3 - G1
Himno de la Universidad de los Andes,Jose R Riva,2,Himno,Estante3 - G1
Alegre cantemos,Alejandro Pulido,18,Popular,Estante3 - G1
And the glory of the lord,G. F. Haendel,1,Gregoriano movimiento,Estante3 - G1
Gentileza,R. Delgado Palacios,1,Vals,Estante3 - G1
El San Pedro,Vicente Emilio Sojo,2,Popular,Estante3 - G1
Himno a la alegria,L. Van Beethoven,1,Himno,Estante3 - G1
Himno del deporte,Atilio Ferrano,20,Himno,Estante3 - G1
Chorus (12),Anónimo,5,Sacro,Estante3 - G1
Espera,H. Oramatges,1,Vals,Estante3 - G1
Tenebrae Factae Sunt,Tomás Luis de Victoria,1,Gregoriano,Estante3 - G1
Afferentur regi,Anónimo,1,Sacro,Estante3 - G1
Vexilla regis,Anton Bruckner,1,Himno,Estante3 - G1
Jean Michel,Luis Orlando Briceño,1,Popular Voces Oscuras,Estante3 - G1
Quiero Bailar contigo,Roberto Valera,1,Voces Blancas,Estante3 - G2
El mensaje de los andes,A. Guevafrt,1,SCTB,Estante3 - G2
Repertorio Variado,Variado,1,Voces Blancas,Estante3 - G2
Mister Sadman,Bertha Badley,3,SCTB,Estante3 - G2
Opereta Ecologia en cuatro actos,Alberto Grau,1,Movimiento,Estante3 - G2
Messe Breve,Leo Delibes,1,Voces Blancas,Estante3 - G2
La fiesta del tambor,Anónimo,1,Uruguayo,Estante3 - G2
Aguinaldo Carupareno,Isabel Palacios,20,SCTB,Estante3 - G2
Movimiento carpeta roja,Modesta Bor,10,Voces Blancas - Madrigal,Estante3 - G2
Coral,Melodia Ginebra,1,Voces Blancas,Estante3 - G2
Beauti Mourti,Felix Mendelssohn Bartholdy,20,Voces Oscuras,Estante3 - G2
El cuento,Anónimo,20,Voces Blancas,Estante3 - G2
Repertorio Navideño,Variado,20,Voces Blancas,Estante3 - G2
Repertorio Variado,Variado,20,Voces Blancas,Estante3 - G2
Baby Mine,Kate Miller Heidke,20,Walt Disney Dumbo,Estante3 - G2
El niño anunciado,Gilberto Rebolledo,20,SCTB,Estante3 - G2
Michelle,John Lennon,20,Voces Blancas,Estante3 - G2
El arco iris,Raimundo Pereira,20,Voces Blancas,Estante3 - G2
Paradura de niño,Anónimo,20,Voces Blancas,Estante3 - G2
Adoremos a Dios,Modesta Bor,2,Voces Blancas,Estante3 - G2
Stava a pie della Croce,Anónimo,20,SCB,Estante3 - G2
Repertorio variado,Variado,20,Voces Blancas,Estante3 - G2
Repertorio Disney,Variado,20,Voces Blancas,Estante3 - G2
Can you feell the love tonight,Tom Rice,20,Voces Blancas,Estante3 - G2
Suite Navideña,Emmanuel Aranguren,1,SCTB,Estante3 - G2
Danos la paz,Kurt Pahlen,20,Voces Blancas,Estante3 - G2
Super flumina baby lenis,Pierluigi da palestrina,20,SCTB,Estante3 - G2
Mary did you Know,Pentotonix,1,Voces Blancas,Estante3 - G2
Que bello es el mundo hoy,Akurt Pahlen,1,Voces Blancas,Estante3 - G2
Caballito,Carlos vives,20,Voces Blancas,Estante3 - G2
Cañameler,Amilear Rivas,2,Voces Blancas,Estante3 - G2
Carmen,Georges Bizet,20,Movimiento,Estante3 - G2
Don Ramon,Vicente Emilio Sojo,1,Voces Blancas,Estante3 - G2
En la mano traigo ,Anónimo,5,Voces Blancas,Estante3 - G2
O salutaris Hostia,Eriks Eseualds,20,Voces Blancas,Estante3 - G2
Swing Low,Hartamut Rayl,20,SCTB,Estante3 - G2
All things Bright and Beautiful,John Butter,20,Voces Blancas,Estante3 - G2
Chorus N-8,Anónimo,20,Voces Blancas,Estante3 - G2